x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,y
440000,0,47,0,440000,0,0,0,1,99998,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,4,1,3,3,3,4,4,-999,3,-999,4,1,-999,2,2,2,1,99998,3,5,1,3,4,4,1,10,1,2,150,98,143,2,1,1,0,0,0,2,3,0,0,1,4,4,4,3,4,3,2,0,4,0,0,1,1,1,0,-1,0,1,0,8,0
510000,0,48,1,510000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,1,2,1,1,6,6,2,4,4,5,5,5,1,3,167,150,167,1,1,1,0,0,0,4,3,0,0,1,4,4,4,3,4,4,2,1,5,0,0,1,1,1,-1,0,1,1,1,2,1
440000,0,17,0,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,1,99998,5,4,3,4,3,5,5,7,5,3,150,90,137,3,1,2,0,0,0,2,2,0,0,1,4,4,4,3,3,3,2,0,8,0,0,-999,2,2,-999,-999,0,1,0,2,1
440000,0,50,0,430000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,3,3,2,2,2,-999,-999,-999,2,-999,2,2,-999,1,-999,5,3,1,1,2,5,4,1,3,3,1,1,3,3,2,159,103,153,3,3,1,0,0,0,2,2,0,0,1,4,4,4,4,3,3,1,0,5,0,0,-999,1,1,1,0,-1,1,1,6,1
360000,0,16,1,360000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,2,2,99998,5,5,2,3,4,5,7,8,6,3,167,115,176,1,1,2,0,0,0,3,3,0,0,1,4,4,3,3,4,3,1,1,8,1,0,1,3,2,-999,-999,0,1,-1,2,0
140000,0,47,0,140000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2002,4,2,3,2,1,4,4,2,4,2,3,4,5,2,3,166,130,160,4,3,3,0,0,0,2,2,0,0,1,4,4,3,4,3,3,1,1,6,0,0,2,1,1,0,0,0,1,0,8,1
370000,1,49,1,370000,0,0,0,2,99998,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,-999,2,2,3,1,3,3,3,3,3,2,3,3,3,3,2,176,136,176,3,1,3,0,0,0,3,2,1,1,1,4,3,2,2,3,3,1,0,7,1,0,2,1,2,0,2,0,1,0,8,0
130000,1,27,1,130000,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,3,4,2,2,3,3,3,4,2,3,170,130,160,1,1,1,0,0,0,3,2,0,0,1,4,4,3,3,4,4,1,0,4,0,1,2,3,1,-999,-999,-2,1,-1,8,1
440000,0,18,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,3,1,2,3,3,1,3,3,3,2,5,3,2,167,106,160,2,1,1,1,0,0,2,3,0,0,1,4,4,4,1,4,4,2,1,5,0,0,-999,2,1,-999,-999,0,0,-1,2,0
650000,1,19,1,620000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,2,3,1,3,3,-999,3,3,3,3,3,3,1,-999,2,2,2,1,3,3,3,3,4,4,5,3,7,5,3,178,120,175,3,1,3,1,0,0,3,3,1,0,1,4,4,4,4,4,4,2,0,8,0,0,2,2,2,0,-999,0,1,-1,1,0
410000,0,19,0,410000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,5,6,1,4,4,0,3,6,0,3,165,115,165,1,1,1,0,0,15,3,3,0,0,1,4,4,3,4,4,3,1,1,7,0,0,2,2,2,0,-1,0,1,1,1,0
440000,0,43,0,440000,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,4,4,4,3,2,3,3,5,2,3,158,105,160,2,3,3,1,1,5,3,3,0,0,1,4,1,3,2,3,3,2,0,8,0,0,1,1,1,2,-1,0,1,1,8,1
440000,0,22,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,4,1,4,4,4,4,4,-999,1,-999,4,1,-999,3,1,1,1,3,4,5,1,3,5,4,3,5,5,3,171,140,165,1,1,1,0,0,1,3,3,1,0,1,4,4,4,4,4,4,2,0,7,0,0,1,3,1,2,-1,0,1,-1,1,0
340000,0,57,0,340000,0,0,0,1,1,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,2,1,3,4,3,2,3,2,3,5,3,6,3,162,100,162,4,4,3,0,0,30,2,3,0,0,2,4,4,4,4,4,4,1,1,5,0,0,1,1,-999,1,-1,0,1,2,8,1
410000,0,33,1,410000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2008,3,2,2,4,3,4,4,1,5,4,5,6,9,6,3,185,180,185,2,1,2,0,0,0,1,2,1,1,1,4,4,3,3,3,3,2,0,6,0,1,1,1,1,1,3,-1,1,1,1,1
440000,0,50,0,440000,0,0,0,1,99998,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,1,3,2,1,1,1,3,1,4,1,3,160,123,160,3,4,1,0,0,50,3,3,0,0,1,4,3,3,2,3,3,2,1,4,0,0,2,1,1,0,-1,-1,1,-1,8,1
440000,0,33,0,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,3,3,1,2,3,1,1,1,1,1,2,2,2,1,-999,2,3,2,2,2,6,6,3,3,4,5,3,6,2,2,156,117,158,2,3,1,1,0,1,3,3,0,0,1,4,4,3,3,3,3,2,0,8,0,0,2,1,1,0,-1,0,1,-1,2,1
350000,0,42,0,350000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,2,1,4,1,2,4,4,5,5,6,3,3,160,124,160,4,3,1,1,1,0,1,2,0,0,1,4,4,4,4,4,4,2,1,6,1,0,1,1,1,1,-1,0,1,0,8,1
440000,0,48,0,440000,0,0,0,1,1,1,99998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,99998,6,5,1,4,3,1,4,6,2,3,163,106,160,3,1,1,0,0,0,3,3,1,0,1,4,4,4,4,4,3,2,0,6,0,0,1,1,1,-1,-999,0,1,0,8,0
130000,1,17,1,130000,0,0,1,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,4,4,3,3,4,4,2,4,2,3,3,5,3,3,173,110,179,2,2,2,0,0,0,3,2,0,1,1,3,4,3,3,3,3,1,0,9,0,0,2,1,4,-999,2,0,1,-1,5,0
430000,0,49,1,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,3,3,2,3,6,1,2,4,5,5,4,5,1,3,170,125,170,2,2,4,0,0,-999,3,4,1,1,1,4,4,4,3,4,3,2,0,8,0,0,2,1,1,-3,-999,0,1,2,8,1
630000,1,52,0,630000,0,0,0,2,99998,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,1,1,1,3,5,5,1,4,2,6,6,8,5,3,168,118,168,2,1,1,0,0,0,3,3,0,0,1,4,4,3,3,3,3,1,0,7,1,1,3,1,1,0,-999,-1,1,-1,8,0
440000,1,24,0,440000,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,2,1,2,3,3,2,2,2,2,1,-999,1,-999,1,1,-999,3,3,3,3,2,5,5,2,4,4,6,5,6,5,3,163,98,164,1,1,3,0,0,0,2,2,0,0,1,4,4,4,4,4,4,2,0,6,0,0,4,3,2,1,3,0,0,-1,1,0
440000,0,47,1,440000,0,0,0,99998,99998,99998,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,1,1,4,3,-999,-999,3,-999,-999,-999,4,1,-999,2,1,1,1,3,3,1,2,5,4,4,2,6,1,3,170,100,170,4,5,5,1,0,30,2,2,1,0,1,4,4,4,4,4,4,2,1,5,0,0,1,1,1,1,-1,2,1,0,2,1
440000,0,51,1,440000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1996,5,1,5,2,1,5,3,1,5,4,3,3,3,2,3,169,130,174,3,3,2,1,1,10,2,2,0,0,1,4,4,4,4,4,4,2,1,6,1,0,2,1,1,1,-1,0,0,-1,8,1
410000,0,46,0,410000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,4,3,4,-999,2,0,0,0,0,3,163,114,150,1,1,1,1,0,0,3,3,0,0,1,4,3,2,2,3,2,1,1,6,1,0,2,1,1,1,-999,-999,1,2,8,1
420000,0,63,1,420000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,4,3,1,5,4,4,4,4,6,4,7,5,3,168,125,156,4,4,1,1,0,0,1,1,1,0,1,4,4,3,4,4,4,1,0,7,0,0,-999,1,1,1,-999,-2,1,2,8,1
340000,0,51,1,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,5,5,2,5,4,7,4,8,2,3,165,120,150,1,2,2,0,0,0,3,2,0,0,1,4,4,4,4,4,4,2,1,7,0,0,1,1,1,-2,1,-1,1,0,2,0
530000,0,63,1,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,5,5,1,3,3,1,4,4,5,5,4,1,4,167,110,168,4,3,3,1,0,0,2,2,1,0,1,4,4,4,4,4,4,2,1,5,0,0,1,1,1,0,-1,-2,1,2,8,1
320000,1,20,0,320000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,3,4,1,2,1,-999,-999,3,-999,3,-999,3,1,-999,2,1,2,1,3,5,5,3,2,3,4,5,5,5,2,163,108,164,2,1,2,0,0,0,3,2,0,0,1,4,4,3,3,3,3,1,0,7,0,0,2,4,4,-3,1,-2,0,-2,1,0
440000,1,21,1,440000,0,0,1,1,2,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,5,5,3,6,4,1,4,3,5,5,6,5,2,178,136,177,2,1,3,0,0,0,3,3,0,1,1,4,4,3,3,3,3,2,0,4,0,0,4,2,3,-999,-999,-2,1,-2,2,0
320000,0,50,0,320000,0,0,0,99998,1,99998,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,5,5,1,3,3,0,4,5,2,3,155,118,149,3,1,1,0,0,0,2,2,0,0,1,4,4,3,3,3,3,1,0,4,0,0,1,1,1,0,-1,0,1,0,8,1
530000,0,36,0,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,2,1,5,5,1,2,3,6,4,6,3,3,156,116,156,2,1,2,0,0,0,3,2,0,0,1,4,4,4,4,4,4,1,1,6,0,0,2,1,1,0,-999,0,1,1,1,1
420000,1,55,0,420000,0,0,1,2,2,2,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,5,2,3,5,5,1,1,4,6,5,7,5,3,153,82,146,3,2,1,0,0,0,2,2,0,0,1,4,4,4,4,4,3,2,1,6,0,0,3,1,3,1,0,0,1,-1,8,1
130000,0,42,1,130000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,2,4,6,6,2,5,4,0,3,6,0,3,169,130,150,1,2,1,1,0,0,3,2,0,1,1,4,4,4,4,4,4,2,0,6,0,0,1,-999,1,1,0,-2,1,1,8,1
440000,1,54,1,440000,1,0,0,1,99998,1,99998,2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,2,3,1,1,2,2,-999,2,2,-999,2,-999,2,1,-999,5,4,3,1,1,3,3,1,3,2,2,1,3,3,3,160,120,160,3,1,1,0,0,0,2,3,1,0,1,1,2,2,2,2,2,2,1,2,0,0,3,1,1,-999,1,0,1,0,2,1
440000,0,58,1,440000,1,0,0,99998,99998,99998,99998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,5,5,1,5,6,5,5,2,3,2,6,1,3,167,128,169,2,1,1,0,0,0,2,2,0,0,1,4,4,4,3,4,3,2,0,6,0,0,3,1,1,1,2,0,1,2,10,1
440000,0,65,1,440000,0,0,0,1,99999,1,99999,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,3,3,1,3,3,5,3,4,2,3,168,100,162,3,3,1,0,0,0,3,3,1,0,1,4,4,4,1,4,4,2,1,4,1,0,3,1,1,0,-1,0,1,0,2,0
620000,0,49,0,620000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,5,5,1,1,4,5,2,8,1,3,156,90,153,5,2,1,0,0,0,2,1,0,0,2,4,4,3,3,4,3,2,1,3,0,0,-999,2,1,-1,-999,0,1,1,8,1
440000,0,55,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,5,2,1,2,2,1,1,3,3,4,5,2,2,162,100,150,2,1,1,0,0,0,2,3,1,0,1,4,4,4,1,4,4,2,1,4,0,0,3,1,1,1,-1,0,1,0,8,1
440000,0,49,0,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,4,4,1,3,4,6,6,6,6,3,154,120,150,3,1,1,0,0,0,3,3,0,0,1,4,4,4,3,4,3,2,1,5,0,0,2,1,1,-1,1,0,1,-1,2,0
520000,0,64,0,520000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,2,2,1,3,3,1,4,4,5,3,5,2,4,150,100,150,4,3,2,1,0,60,4,2,0,0,2,4,4,4,4,4,3,1,0,7,0,0,1,2,1,0,-1,0,1,-1,8,0
440000,1,39,0,420000,0,0,0,1,2,1,99998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,99998,5,5,5,5,4,7,5,8,5,2,150,130,148,2,1,1,0,0,-999,2,2,0,0,1,4,4,4,4,4,4,1,1,9,0,0,3,1,1,0,-999,0,1,1,10,0
420000,1,60,0,420000,0,0,0,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,1,1,2,1,3,3,1,4,3,4,3,6,2,3,158,120,151,3,2,2,1,0,-999,2,3,0,0,1,4,4,3,3,3,3,2,1,4,0,0,2,1,1,-1,-999,0,0,0,8,0
210000,1,63,1,210000,0,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,1,1,99998,3,4,3,2,2,4,4,4,5,3,168,143,168,4,3,3,1,1,0,1,2,0,0,1,4,4,4,4,4,4,1,0,7,1,0,2,-999,1,-1,-1,0,1,0,8,0
510000,0,63,1,510000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,1,1,2,3,3,2,3,4,4,5,5,5,3,165,110,165,3,2,2,0,0,0,1,3,0,0,1,4,4,4,4,4,4,2,1,5,1,0,1,1,1,-1,-1,-1,1,0,8,1
110000,1,35,0,110000,0,0,1,1,2,2,2,2,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,2,1,2,2,4,2,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,3,2,2,2,1,4,4,3,3,4,7,7,7,7,3,155,90,138,3,3,2,1,0,0,2,2,0,0,1,4,4,4,4,4,4,1,1,6,0,0,1,4,4,-999,1,-999,0,-1,8,0
610000,0,18,1,610000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,2,1,1,4,4,2,3,4,5,3,8,3,3,173,120,167,2,1,1,0,0,15,2,2,1,0,1,4,4,4,4,4,4,2,1,6,1,0,2,1,1,-999,0,-1,1,0,1,0
230000,0,58,0,230000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,5,5,1,4,2,5,4,5,3,3,156,116,155,4,4,4,0,0,0,2,3,1,0,1,4,4,3,3,3,3,1,1,5,1,1,1,-999,-999,-1,-1,-1,1,2,8,1
440000,1,20,1,440000,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,1,1,3,3,4,5,5,5,5,3,164,130,170,4,1,1,0,0,10,2,2,0,0,1,4,3,3,2,3,3,2,1,7,0,0,3,3,3,-999,-999,0,1,-1,2,0
450000,0,20,0,450000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,2,1,3,4,3,2,3,3,3,3,5,4,2,160,96,160,3,1,1,0,0,0,3,2,0,0,1,4,4,3,4,4,4,1,0,8,0,0,3,2,1,-999,-999,-1,1,-1,8,0
620000,0,17,0,620000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,3,1,99998,6,4,3,4,2,5,4,8,4,2,170,104,171,3,3,3,1,0,0,3,3,0,0,1,4,4,4,4,4,4,1,0,6,0,0,2,1,1,-999,-999,0,1,-1,2,0
320000,0,72,0,320000,0,0,0,99998,99998,99998,99998,99998,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,4,4,1,2,4,10,6,9,1,3,160,110,153,2,1,3,0,0,0,3,3,0,0,2,2,2,3,2,3,3,1,0,4,0,0,1,1,1,1,-1,-1,1,2,8,1
420000,1,44,0,420000,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,3,4,4,2,4,2,6,5,7,4,3,158,130,153,2,1,1,0,0,0,2,3,0,0,1,4,2,3,2,3,3,1,0,6,0,0,1,1,1,-1,0,0,1,0,8,1
370000,0,31,0,370000,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,3,3,1,5,3,4,6,7,0,3,172,120,172,1,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,1,7,0,0,3,-999,-999,0,-1,-2,1,-1,1,0
360000,0,51,1,360000,0,0,0,99998,99998,99998,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,2,1,2,3,3,2,1,4,1,3,153,130,153,3,3,1,0,1,4,1,3,1,0,1,4,4,3,3,4,3,2,1,5,0,1,1,-999,1,-1,-1,0,1,-1,2,0
210000,0,41,0,210000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,5,5,2,4,2,3,1,4,1,2,165,135,162,1,1,2,0,0,0,2,2,0,0,1,4,4,4,1,4,4,1,1,6,1,0,1,1,1,-999,-1,0,1,2,1,1
